county,year,year_month,total_crime_guns,ghost_guns,population,ghost_guns_per_100k
Alameda,2010,2010-01-01,39,0,1510271,0
Alameda,2010,2010-02-01,60,0,1510271,0
Alameda,2010,2010-03-01,198,0,1510271,0
Alameda,2010,2010-04-01,111,0,1510271,0
Alameda,2010,2010-05-01,85,0,1510271,0
Alameda,2010,2010-06-01,128,0,1510271,0
Alameda,2010,2010-07-01,83,0,1510271,0
Alameda,2010,2010-08-01,71,0,1510271,0
Alameda,2010,2010-09-01,80,0,1510271,0
Alameda,2010,2010-10-01,146,0,1510271,0
Alameda,2010,2010-11-01,109,0,1510271,0
Alameda,2010,2010-12-01,136,0,1510271,0
Alameda,2011,2011-01-01,128,0,1527169,0
Alameda,2011,2011-02-01,129,0,1527169,0
Alameda,2011,2011-03-01,145,0,1527169,0
Alameda,2011,2011-04-01,148,0,1527169,0
Alameda,2011,2011-05-01,116,0,1527169,0
Alameda,2011,2011-06-01,128,0,1527169,0
Alameda,2011,2011-07-01,149,0,1527169,0
Alameda,2011,2011-08-01,144,0,1527169,0
Alameda,2011,2011-09-01,94,0,1527169,0
Alameda,2011,2011-10-01,73,0,1527169,0
Alameda,2011,2011-11-01,74,0,1527169,0
Alameda,2011,2011-12-01,110,0,1527169,0
Alameda,2012,2012-01-01,125,0,1549193,0
Alameda,2012,2012-02-01,173,0,1549193,0
Alameda,2012,2012-03-01,228,0,1549193,0
Alameda,2012,2012-04-01,138,0,1549193,0
Alameda,2012,2012-05-01,88,0,1549193,0
Alameda,2012,2012-06-01,92,0,1549193,0
Alameda,2012,2012-07-01,151,0,1549193,0
Alameda,2012,2012-08-01,111,0,1549193,0
Alameda,2012,2012-09-01,113,0,1549193,0
Alameda,2012,2012-10-01,121,0,1549193,0
Alameda,2012,2012-11-01,134,0,1549193,0
Alameda,2012,2012-12-01,169,0,1549193,0
Alameda,2013,2013-01-01,115,0,1575139,0
Alameda,2013,2013-02-01,98,0,1575139,0
Alameda,2013,2013-03-01,86,0,1575139,0
Alameda,2013,2013-04-01,97,0,1575139,0
Alameda,2013,2013-05-01,140,0,1575139,0
Alameda,2013,2013-06-01,138,0,1575139,0
Alameda,2013,2013-07-01,186,0,1575139,0
Alameda,2013,2013-08-01,169,0,1575139,0
Alameda,2013,2013-09-01,159,0,1575139,0
Alameda,2013,2013-10-01,172,0,1575139,0
Alameda,2013,2013-11-01,130,0,1575139,0
Alameda,2013,2013-12-01,75,0,1575139,0
Alameda,2014,2014-01-01,209,0,1597747,0
Alameda,2014,2014-02-01,168,0,1597747,0
Alameda,2014,2014-03-01,118,0,1597747,0
Alameda,2014,2014-04-01,144,0,1597747,0
Alameda,2014,2014-05-01,118,0,1597747,0
Alameda,2014,2014-06-01,118,0,1597747,0
Alameda,2014,2014-07-01,144,0,1597747,0
Alameda,2014,2014-08-01,122,0,1597747,0
Alameda,2014,2014-09-01,132,2,1597747,0.1
Alameda,2014,2014-10-01,130,0,1597747,0
Alameda,2014,2014-11-01,134,0,1597747,0
Alameda,2014,2014-12-01,133,0,1597747,0
Alameda,2015,2015-01-01,89,0,1622205,0
Alameda,2015,2015-02-01,133,0,1622205,0
Alameda,2015,2015-03-01,92,0,1622205,0
Alameda,2015,2015-04-01,140,0,1622205,0
Alameda,2015,2015-05-01,137,0,1622205,0
Alameda,2015,2015-06-01,143,0,1622205,0
Alameda,2015,2015-07-01,149,0,1622205,0
Alameda,2015,2015-08-01,172,0,1622205,0
Alameda,2015,2015-09-01,146,0,1622205,0
Alameda,2015,2015-10-01,71,0,1622205,0
Alameda,2015,2015-11-01,147,0,1622205,0
Alameda,2015,2015-12-01,122,3,1622205,0.2
Alameda,2016,2016-01-01,113,0,1641983,0
Alameda,2016,2016-02-01,78,1,1641983,0.1
Alameda,2016,2016-03-01,86,0,1641983,0
Alameda,2016,2016-04-01,134,0,1641983,0
Alameda,2016,2016-05-01,113,0,1641983,0
Alameda,2016,2016-06-01,93,2,1641983,0.1
Alameda,2016,2016-07-01,78,1,1641983,0.1
Alameda,2016,2016-08-01,91,0,1641983,0
Alameda,2016,2016-09-01,76,2,1641983,0.1
Alameda,2016,2016-10-01,149,1,1641983,0.1
Alameda,2016,2016-11-01,148,3,1641983,0.2
Alameda,2016,2016-12-01,85,1,1641983,0.1
Alameda,2017,2017-01-01,103,1,1656919,0.1
Alameda,2017,2017-02-01,74,0,1656919,0
Alameda,2017,2017-03-01,125,0,1656919,0
Alameda,2017,2017-04-01,82,0,1656919,0
Alameda,2017,2017-05-01,99,1,1656919,0.1
Alameda,2017,2017-06-01,111,2,1656919,0.1
Alameda,2017,2017-07-01,79,0,1656919,0
Alameda,2017,2017-08-01,114,2,1656919,0.1
Alameda,2017,2017-09-01,88,1,1656919,0.1
Alameda,2017,2017-10-01,107,2,1656919,0.1
Alameda,2017,2017-11-01,87,4,1656919,0.2
Alameda,2017,2017-12-01,112,2,1656919,0.1
Alameda,2018,2018-01-01,76,0,1666247,0
Alameda,2018,2018-02-01,100,3,1666247,0.2
Alameda,2018,2018-03-01,118,3,1666247,0.2
Alameda,2018,2018-04-01,128,7,1666247,0.4
Alameda,2018,2018-05-01,91,0,1666247,0
Alameda,2018,2018-06-01,110,0,1666247,0
Alameda,2018,2018-07-01,89,2,1666247,0.1
Alameda,2018,2018-08-01,104,1,1666247,0.1
Alameda,2018,2018-09-01,133,3,1666247,0.2
Alameda,2018,2018-10-01,98,3,1666247,0.2
Alameda,2018,2018-11-01,121,4,1666247,0.2
Alameda,2018,2018-12-01,95,6,1666247,0.4
Alameda,2019,2019-01-01,90,4,1675964,0.2
Alameda,2019,2019-02-01,123,9,1675964,0.5
Alameda,2019,2019-03-01,132,3,1675964,0.2
Alameda,2019,2019-04-01,128,10,1675964,0.6
Alameda,2019,2019-05-01,193,24,1675964,1.4
Alameda,2019,2019-06-01,162,10,1675964,0.6
Alameda,2019,2019-07-01,129,6,1675964,0.4
Alameda,2019,2019-08-01,111,10,1675964,0.6
Alameda,2019,2019-09-01,106,5,1675964,0.3
Alameda,2019,2019-10-01,110,10,1675964,0.6
Alameda,2019,2019-11-01,123,17,1675964,1
Alameda,2019,2019-12-01,123,13,1675964,0.8
Alameda,2020,2020-01-01,97,8,1681337,0.5
Alameda,2020,2020-02-01,95,7,1681337,0.4
Alameda,2020,2020-03-01,143,10,1681337,0.6
Alameda,2020,2020-04-01,84,13,1681337,0.8
Alameda,2020,2020-05-01,112,9,1681337,0.5
Alameda,2020,2020-06-01,104,9,1681337,0.5
Alameda,2020,2020-07-01,128,12,1681337,0.7
Alameda,2020,2020-08-01,150,21,1681337,1.2
Alameda,2020,2020-09-01,157,24,1681337,1.4
Alameda,2020,2020-10-01,184,39,1681337,2.3
Alameda,2020,2020-11-01,139,21,1681337,1.2
Alameda,2020,2020-12-01,179,27,1681337,1.6
Alameda,2021,2021-01-01,205,39,1669095,2.3
Alameda,2021,2021-02-01,194,26,1669095,1.6
Alameda,2021,2021-03-01,232,41,1669095,2.5
Alameda,2021,2021-04-01,214,38,1669095,2.3
Alameda,2021,2021-05-01,182,29,1669095,1.7
Alameda,2021,2021-06-01,208,30,1669095,1.8
Alameda,2021,2021-07-01,257,44,1669095,2.6
Alameda,2021,2021-08-01,205,33,1669095,2
Alameda,2021,2021-09-01,258,42,1669095,2.5
Alameda,2021,2021-10-01,220,51,1669095,3.1
Alameda,2021,2021-11-01,188,32,1669095,1.9
Alameda,2021,2021-12-01,284,48,1669095,2.9
Alameda,2022,2022-01-01,294,48,1648467,2.9
Alameda,2022,2022-02-01,256,40,1648467,2.4
Alameda,2022,2022-03-01,280,41,1648467,2.5
Alameda,2022,2022-04-01,231,36,1648467,2.2
Alameda,2022,2022-05-01,252,49,1648467,3
Alameda,2022,2022-06-01,275,37,1648467,2.2
Alameda,2022,2022-07-01,253,44,1648467,2.7
Alameda,2022,2022-08-01,224,28,1648467,1.7
Alameda,2022,2022-09-01,240,34,1648467,2.1
Alameda,2022,2022-10-01,259,44,1648467,2.7
Alameda,2022,2022-11-01,191,29,1648467,1.8
Alameda,2022,2022-12-01,208,33,1648467,2
Alameda,2023,2023-01-01,208,21,1657334,1.3
Alameda,2023,2023-02-01,195,34,1657334,2.1
Alameda,2023,2023-03-01,177,24,1657334,1.4
Alameda,2023,2023-04-01,241,33,1657334,2
Alameda,2023,2023-05-01,255,32,1657334,1.9
Alameda,2023,2023-06-01,289,47,1657334,2.8
Alameda,2023,2023-07-01,234,40,1657334,2.4
Alameda,2023,2023-08-01,320,24,1657334,1.4
Alameda,2023,2023-09-01,246,27,1657334,1.6
Alameda,2023,2023-10-01,216,36,1657334,2.2
Alameda,2023,2023-11-01,162,17,1657334,1
Alameda,2023,2023-12-01,175,21,1657334,1.3
Alameda,2024,2024-01-01,196,27,1658061,1.6
Alameda,2024,2024-02-01,267,49,1658061,3
Alameda,2024,2024-03-01,252,20,1658061,1.2
Alameda,2024,2024-04-01,221,23,1658061,1.4
Alameda,2024,2024-05-01,196,23,1658061,1.4
Alameda,2024,2024-06-01,236,23,1658061,1.4
Alameda,2024,2024-07-01,312,33,1658061,2
Alameda,2024,2024-08-01,295,32,1658061,1.9
Alameda,2024,2024-09-01,199,24,1658061,1.4
Alameda,2024,2024-10-01,259,39,1658061,2.4
Alameda,2024,2024-11-01,174,20,1658061,1.2
Alameda,2024,2024-12-01,185,17,1658061,1
Alameda,2025,2025-01-01,261,31,1662482,1.9
Alameda,2025,2025-02-01,245,24,1662482,1.4
Alameda,2025,2025-03-01,228,29,1662482,1.7
Alameda,2025,2025-04-01,210,22,1662482,1.3
Alameda,2025,2025-05-01,220,19,1662482,1.1
Alameda,2025,2025-06-01,151,9,1662482,0.5
Alpine,2010,2010-01-01,0,0,1175,0
Alpine,2010,2010-02-01,0,0,1175,0
Alpine,2010,2010-03-01,0,0,1175,0
Alpine,2010,2010-04-01,1,0,1175,0
Alpine,2010,2010-05-01,0,0,1175,0
Alpine,2010,2010-06-01,0,0,1175,0
Alpine,2010,2010-07-01,0,0,1175,0
Alpine,2010,2010-08-01,1,0,1175,0
Alpine,2010,2010-09-01,2,0,1175,0
Alpine,2010,2010-10-01,0,0,1175,0
Alpine,2010,2010-11-01,0,0,1175,0
Alpine,2010,2010-12-01,0,0,1175,0
Alpine,2011,2011-01-01,0,0,1174,0
Alpine,2011,2011-02-01,4,0,1174,0
Alpine,2011,2011-03-01,0,0,1174,0
Alpine,2011,2011-04-01,0,0,1174,0
Alpine,2011,2011-05-01,0,0,1174,0
Alpine,2011,2011-06-01,0,0,1174,0
Alpine,2011,2011-07-01,0,0,1174,0
Alpine,2011,2011-08-01,0,0,1174,0
Alpine,2011,2011-09-01,0,0,1174,0
Alpine,2011,2011-10-01,1,0,1174,0
Alpine,2011,2011-11-01,0,0,1174,0
Alpine,2011,2011-12-01,0,0,1174,0
Alpine,2012,2012-01-01,0,0,1176,0
Alpine,2012,2012-02-01,0,0,1176,0
Alpine,2012,2012-03-01,0,0,1176,0
Alpine,2012,2012-04-01,0,0,1176,0
Alpine,2012,2012-05-01,0,0,1176,0
Alpine,2012,2012-06-01,0,0,1176,0
Alpine,2012,2012-07-01,0,0,1176,0
Alpine,2012,2012-08-01,0,0,1176,0
Alpine,2012,2012-09-01,0,0,1176,0
Alpine,2012,2012-10-01,0,0,1176,0
Alpine,2012,2012-11-01,0,0,1176,0
Alpine,2012,2012-12-01,0,0,1176,0
Alpine,2013,2013-01-01,0,0,1180,0
Alpine,2013,2013-02-01,0,0,1180,0
Alpine,2013,2013-03-01,0,0,1180,0
Alpine,2013,2013-04-01,0,0,1180,0
Alpine,2013,2013-05-01,0,0,1180,0
Alpine,2013,2013-06-01,0,0,1180,0
Alpine,2013,2013-07-01,0,0,1180,0
Alpine,2013,2013-08-01,0,0,1180,0
Alpine,2013,2013-09-01,0,0,1180,0
Alpine,2013,2013-10-01,0,0,1180,0
Alpine,2013,2013-11-01,0,0,1180,0
Alpine,2013,2013-12-01,0,0,1180,0
Alpine,2014,2014-01-01,0,0,1185,0
Alpine,2014,2014-02-01,5,0,1185,0
Alpine,2014,2014-03-01,2,0,1185,0
Alpine,2014,2014-04-01,0,0,1185,0
Alpine,2014,2014-05-01,0,0,1185,0
Alpine,2014,2014-06-01,0,0,1185,0
Alpine,2014,2014-07-01,1,0,1185,0
Alpine,2014,2014-08-01,1,0,1185,0
Alpine,2014,2014-09-01,0,0,1185,0
Alpine,2014,2014-10-01,0,0,1185,0
Alpine,2014,2014-11-01,0,0,1185,0
Alpine,2014,2014-12-01,0,0,1185,0
Alpine,2015,2015-01-01,0,0,1190,0
Alpine,2015,2015-02-01,0,0,1190,0
Alpine,2015,2015-03-01,0,0,1190,0
Alpine,2015,2015-04-01,0,0,1190,0
Alpine,2015,2015-05-01,0,0,1190,0
Alpine,2015,2015-06-01,0,0,1190,0
Alpine,2015,2015-07-01,0,0,1190,0
Alpine,2015,2015-08-01,0,0,1190,0
Alpine,2015,2015-09-01,0,0,1190,0
Alpine,2015,2015-10-01,1,0,1190,0
Alpine,2015,2015-11-01,0,0,1190,0
Alpine,2015,2015-12-01,0,0,1190,0
Alpine,2016,2016-01-01,0,0,1196,0
Alpine,2016,2016-02-01,0,0,1196,0
Alpine,2016,2016-03-01,0,0,1196,0
Alpine,2016,2016-04-01,1,0,1196,0
Alpine,2016,2016-05-01,2,0,1196,0
Alpine,2016,2016-06-01,0,0,1196,0
Alpine,2016,2016-07-01,3,0,1196,0
Alpine,2016,2016-08-01,0,0,1196,0
Alpine,2016,2016-09-01,0,0,1196,0
Alpine,2016,2016-10-01,0,0,1196,0
Alpine,2016,2016-11-01,0,0,1196,0
Alpine,2016,2016-12-01,0,0,1196,0
Alpine,2017,2017-01-01,0,0,1201,0
Alpine,2017,2017-02-01,0,0,1201,0
Alpine,2017,2017-03-01,0,0,1201,0
Alpine,2017,2017-04-01,0,0,1201,0
Alpine,2017,2017-05-01,0,0,1201,0
Alpine,2017,2017-06-01,0,0,1201,0
Alpine,2017,2017-07-01,1,0,1201,0
Alpine,2017,2017-08-01,0,0,1201,0
Alpine,2017,2017-09-01,0,0,1201,0
Alpine,2017,2017-10-01,0,0,1201,0
Alpine,2017,2017-11-01,0,0,1201,0
Alpine,2017,2017-12-01,1,0,1201,0
Alpine,2018,2018-01-01,0,0,1205,0
Alpine,2018,2018-02-01,0,0,1205,0
Alpine,2018,2018-03-01,0,0,1205,0
Alpine,2018,2018-04-01,0,0,1205,0
Alpine,2018,2018-05-01,0,0,1205,0
Alpine,2018,2018-06-01,0,0,1205,0
Alpine,2018,2018-07-01,0,0,1205,0
Alpine,2018,2018-08-01,2,0,1205,0
Alpine,2018,2018-09-01,0,0,1205,0
Alpine,2018,2018-10-01,0,0,1205,0
Alpine,2018,2018-11-01,0,0,1205,0
Alpine,2018,2018-12-01,0,0,1205,0
Alpine,2019,2019-01-01,0,0,1201,0
Alpine,2019,2019-02-01,2,0,1201,0
Alpine,2019,2019-03-01,2,0,1201,0
Alpine,2019,2019-04-01,0,0,1201,0
Alpine,2019,2019-05-01,0,0,1201,0
Alpine,2019,2019-06-01,0,0,1201,0
Alpine,2019,2019-07-01,0,0,1201,0
Alpine,2019,2019-08-01,0,0,1201,0
Alpine,2019,2019-09-01,0,0,1201,0
Alpine,2019,2019-10-01,0,0,1201,0
Alpine,2019,2019-11-01,0,0,1201,0
Alpine,2019,2019-12-01,0,0,1201,0
Alpine,2020,2020-01-01,1,0,1204,0
Alpine,2020,2020-02-01,0,0,1204,0
Alpine,2020,2020-03-01,0,0,1204,0
Alpine,2020,2020-04-01,0,0,1204,0
Alpine,2020,2020-05-01,0,0,1204,0
Alpine,2020,2020-06-01,2,0,1204,0
Alpine,2020,2020-07-01,0,0,1204,0
Alpine,2020,2020-08-01,0,0,1204,0
Alpine,2020,2020-09-01,0,0,1204,0
Alpine,2020,2020-10-01,2,0,1204,0
Alpine,2020,2020-11-01,0,0,1204,0
Alpine,2020,2020-12-01,1,0,1204,0
Alpine,2021,2021-01-01,0,0,1195,0
Alpine,2021,2021-02-01,0,0,1195,0
Alpine,2021,2021-03-01,0,0,1195,0
Alpine,2021,2021-04-01,0,0,1195,0
Alpine,2021,2021-05-01,0,0,1195,0
Alpine,2021,2021-06-01,0,0,1195,0
Alpine,2021,2021-07-01,0,0,1195,0
Alpine,2021,2021-08-01,0,0,1195,0
Alpine,2021,2021-09-01,0,0,1195,0
Alpine,2021,2021-10-01,0,0,1195,0
Alpine,2021,2021-11-01,0,0,1195,0
Alpine,2021,2021-12-01,0,0,1195,0
Alpine,2022,2022-01-01,0,0,1191,0
Alpine,2022,2022-02-01,0,0,1191,0
Alpine,2022,2022-03-01,0,0,1191,0
Alpine,2022,2022-04-01,0,0,1191,0
Alpine,2022,2022-05-01,0,0,1191,0
Alpine,2022,2022-06-01,0,0,1191,0
Alpine,2022,2022-07-01,0,0,1191,0
Alpine,2022,2022-08-01,0,0,1191,0
Alpine,2022,2022-09-01,0,0,1191,0
Alpine,2022,2022-10-01,0,0,1191,0
Alpine,2022,2022-11-01,0,0,1191,0
Alpine,2022,2022-12-01,0,0,1191,0
Alpine,2023,2023-01-01,0,0,1184,0
Alpine,2023,2023-02-01,0,0,1184,0
Alpine,2023,2023-03-01,0,0,1184,0
Alpine,2023,2023-04-01,0,0,1184,0
Alpine,2023,2023-05-01,0,0,1184,0
Alpine,2023,2023-06-01,0,0,1184,0
Alpine,2023,2023-07-01,0,0,1184,0
Alpine,2023,2023-08-01,0,0,1184,0
Alpine,2023,2023-09-01,0,0,1184,0
Alpine,2023,2023-10-01,0,0,1184,0
Alpine,2023,2023-11-01,0,0,1184,0
Alpine,2023,2023-12-01,0,0,1184,0
Alpine,2024,2024-01-01,0,0,1182,0
Alpine,2024,2024-02-01,0,0,1182,0
Alpine,2024,2024-03-01,0,0,1182,0
Alpine,2024,2024-04-01,0,0,1182,0
Alpine,2024,2024-05-01,0,0,1182,0
Alpine,2024,2024-06-01,0,0,1182,0
Alpine,2024,2024-07-01,0,0,1182,0
Alpine,2024,2024-08-01,0,0,1182,0
Alpine,2024,2024-09-01,0,0,1182,0
Alpine,2024,2024-10-01,0,0,1182,0
Alpine,2024,2024-11-01,0,0,1182,0
Alpine,2024,2024-12-01,0,0,1182,0
Alpine,2025,2025-01-01,0,0,1177,0
Alpine,2025,2025-02-01,0,0,1177,0
Alpine,2025,2025-03-01,0,0,1177,0
Alpine,2025,2025-04-01,0,0,1177,0
Alpine,2025,2025-05-01,0,0,1177,0
Alpine,2025,2025-06-01,0,0,1177,0
Amador,2010,2010-01-01,1,0,38091,0
Amador,2010,2010-02-01,6,0,38091,0
Amador,2010,2010-03-01,1,0,38091,0
Amador,2010,2010-04-01,18,0,38091,0
Amador,2010,2010-05-01,3,0,38091,0
Amador,2010,2010-06-01,0,0,38091,0
Amador,2010,2010-07-01,1,0,38091,0
Amador,2010,2010-08-01,11,0,38091,0
Amador,2010,2010-09-01,5,0,38091,0
Amador,2010,2010-10-01,2,0,38091,0
Amador,2010,2010-11-01,3,0,38091,0
Amador,2010,2010-12-01,2,0,38091,0
Amador,2011,2011-01-01,2,0,37089,0
Amador,2011,2011-02-01,1,0,37089,0
Amador,2011,2011-03-01,3,0,37089,0
Amador,2011,2011-04-01,4,0,37089,0
Amador,2011,2011-05-01,5,0,37089,0
Amador,2011,2011-06-01,0,0,37089,0
Amador,2011,2011-07-01,5,0,37089,0
Amador,2011,2011-08-01,1,0,37089,0
Amador,2011,2011-09-01,3,0,37089,0
Amador,2011,2011-10-01,0,0,37089,0
Amador,2011,2011-11-01,3,0,37089,0
Amador,2011,2011-12-01,2,0,37089,0
Amador,2012,2012-01-01,1,0,37272,0
Amador,2012,2012-02-01,2,0,37272,0
Amador,2012,2012-03-01,6,0,37272,0
Amador,2012,2012-04-01,0,0,37272,0
Amador,2012,2012-05-01,2,0,37272,0
Amador,2012,2012-06-01,3,0,37272,0
Amador,2012,2012-07-01,2,0,37272,0
Amador,2012,2012-08-01,2,0,37272,0
Amador,2012,2012-09-01,1,0,37272,0
Amador,2012,2012-10-01,5,0,37272,0
Amador,2012,2012-11-01,1,0,37272,0
Amador,2012,2012-12-01,1,0,37272,0
Amador,2013,2013-01-01,3,0,37044,0
Amador,2013,2013-02-01,1,0,37044,0
Amador,2013,2013-03-01,0,0,37044,0
Amador,2013,2013-04-01,3,0,37044,0
Amador,2013,2013-05-01,2,0,37044,0
Amador,2013,2013-06-01,2,0,37044,0
Amador,2013,2013-07-01,0,0,37044,0
Amador,2013,2013-08-01,1,0,37044,0
Amador,2013,2013-09-01,2,0,37044,0
Amador,2013,2013-10-01,0,0,37044,0
Amador,2013,2013-11-01,5,0,37044,0
Amador,2013,2013-12-01,0,0,37044,0
Amador,2014,2014-01-01,3,0,37089,0
Amador,2014,2014-02-01,4,0,37089,0
Amador,2014,2014-03-01,2,0,37089,0
Amador,2014,2014-04-01,1,0,37089,0
Amador,2014,2014-05-01,3,0,37089,0
Amador,2014,2014-06-01,2,0,37089,0
Amador,2014,2014-07-01,1,0,37089,0
Amador,2014,2014-08-01,13,0,37089,0
Amador,2014,2014-09-01,1,0,37089,0
Amador,2014,2014-10-01,7,0,37089,0
Amador,2014,2014-11-01,2,0,37089,0
Amador,2014,2014-12-01,0,0,37089,0
Amador,2015,2015-01-01,7,0,37453,0
Amador,2015,2015-02-01,1,0,37453,0
Amador,2015,2015-03-01,3,0,37453,0
Amador,2015,2015-04-01,1,0,37453,0
Amador,2015,2015-05-01,0,0,37453,0
Amador,2015,2015-06-01,73,0,37453,0
Amador,2015,2015-07-01,1,0,37453,0
Amador,2015,2015-08-01,1,0,37453,0
Amador,2015,2015-09-01,2,0,37453,0
Amador,2015,2015-10-01,3,0,37453,0
Amador,2015,2015-11-01,9,0,37453,0
Amador,2015,2015-12-01,4,0,37453,0
Amador,2016,2016-01-01,9,0,37663,0
Amador,2016,2016-02-01,1,0,37663,0
Amador,2016,2016-03-01,2,0,37663,0
Amador,2016,2016-04-01,10,0,37663,0
Amador,2016,2016-05-01,4,0,37663,0
Amador,2016,2016-06-01,4,0,37663,0
Amador,2016,2016-07-01,5,0,37663,0
Amador,2016,2016-08-01,3,0,37663,0
Amador,2016,2016-09-01,3,0,37663,0
Amador,2016,2016-10-01,0,0,37663,0
Amador,2016,2016-11-01,3,0,37663,0
Amador,2016,2016-12-01,3,0,37663,0
Amador,2017,2017-01-01,0,0,38807,0
Amador,2017,2017-02-01,4,0,38807,0
Amador,2017,2017-03-01,5,0,38807,0
Amador,2017,2017-04-01,2,0,38807,0
Amador,2017,2017-05-01,9,0,38807,0
Amador,2017,2017-06-01,0,0,38807,0
Amador,2017,2017-07-01,1,0,38807,0
Amador,2017,2017-08-01,4,0,38807,0
Amador,2017,2017-09-01,6,0,38807,0
Amador,2017,2017-10-01,7,0,38807,0
Amador,2017,2017-11-01,4,0,38807,0
Amador,2017,2017-12-01,2,0,38807,0
Amador,2018,2018-01-01,1,0,39708,0
Amador,2018,2018-02-01,17,0,39708,0
Amador,2018,2018-03-01,5,0,39708,0
Amador,2018,2018-04-01,2,0,39708,0
Amador,2018,2018-05-01,1,0,39708,0
Amador,2018,2018-06-01,2,0,39708,0
Amador,2018,2018-07-01,12,0,39708,0
Amador,2018,2018-08-01,7,0,39708,0
Amador,2018,2018-09-01,7,0,39708,0
Amador,2018,2018-10-01,7,0,39708,0
Amador,2018,2018-11-01,5,0,39708,0
Amador,2018,2018-12-01,7,0,39708,0
Amador,2019,2019-01-01,5,0,40227,0
Amador,2019,2019-02-01,3,0,40227,0
Amador,2019,2019-03-01,3,0,40227,0
Amador,2019,2019-04-01,2,0,40227,0
Amador,2019,2019-05-01,1,0,40227,0
Amador,2019,2019-06-01,5,0,40227,0
Amador,2019,2019-07-01,2,0,40227,0
Amador,2019,2019-08-01,1,0,40227,0
Amador,2019,2019-09-01,19,0,40227,0
Amador,2019,2019-10-01,1,0,40227,0
Amador,2019,2019-11-01,19,0,40227,0
Amador,2019,2019-12-01,19,0,40227,0
Amador,2020,2020-01-01,0,0,40426,0
Amador,2020,2020-02-01,2,0,40426,0
Amador,2020,2020-03-01,3,0,40426,0
Amador,2020,2020-04-01,1,0,40426,0
Amador,2020,2020-05-01,8,0,40426,0
Amador,2020,2020-06-01,0,0,40426,0
Amador,2020,2020-07-01,6,0,40426,0
Amador,2020,2020-08-01,8,0,40426,0
Amador,2020,2020-09-01,6,0,40426,0
Amador,2020,2020-10-01,32,0,40426,0
Amador,2020,2020-11-01,3,0,40426,0
Amador,2020,2020-12-01,18,0,40426,0
Amador,2021,2021-01-01,2,0,40112,0
Amador,2021,2021-02-01,2,0,40112,0
Amador,2021,2021-03-01,4,0,40112,0
Amador,2021,2021-04-01,0,0,40112,0
Amador,2021,2021-05-01,15,0,40112,0
Amador,2021,2021-06-01,17,1,40112,2.5
Amador,2021,2021-07-01,5,0,40112,0
Amador,2021,2021-08-01,3,0,40112,0
Amador,2021,2021-09-01,16,1,40112,2.5
Amador,2021,2021-10-01,2,0,40112,0
Amador,2021,2021-11-01,1,0,40112,0
Amador,2021,2021-12-01,0,0,40112,0
Amador,2022,2022-01-01,2,0,40148,0
Amador,2022,2022-02-01,3,0,40148,0
Amador,2022,2022-03-01,4,0,40148,0
Amador,2022,2022-04-01,4,0,40148,0
Amador,2022,2022-05-01,44,1,40148,2.5
Amador,2022,2022-06-01,5,0,40148,0
Amador,2022,2022-07-01,17,0,40148,0
Amador,2022,2022-08-01,11,0,40148,0
Amador,2022,2022-09-01,11,0,40148,0
Amador,2022,2022-10-01,4,0,40148,0
Amador,2022,2022-11-01,0,0,40148,0
Amador,2022,2022-12-01,1,0,40148,0
Amador,2023,2023-01-01,8,0,39917,0
Amador,2023,2023-02-01,7,0,39917,0
Amador,2023,2023-03-01,12,0,39917,0
Amador,2023,2023-04-01,6,0,39917,0
Amador,2023,2023-05-01,20,0,39917,0
Amador,2023,2023-06-01,7,0,39917,0
Amador,2023,2023-07-01,18,0,39917,0
Amador,2023,2023-08-01,4,0,39917,0
Amador,2023,2023-09-01,4,0,39917,0
Amador,2023,2023-10-01,5,0,39917,0
Amador,2023,2023-11-01,9,0,39917,0
Amador,2023,2023-12-01,5,0,39917,0
Amador,2024,2024-01-01,4,0,39972,0
Amador,2024,2024-02-01,5,0,39972,0
Amador,2024,2024-03-01,26,0,39972,0
Amador,2024,2024-04-01,6,0,39972,0
Amador,2024,2024-05-01,7,0,39972,0
Amador,2024,2024-06-01,1,0,39972,0
Amador,2024,2024-07-01,2,0,39972,0
Amador,2024,2024-08-01,19,3,39972,7.5
Amador,2024,2024-09-01,9,2,39972,5
Amador,2024,2024-10-01,2,1,39972,2.5
Amador,2024,2024-11-01,1,0,39972,0
Amador,2024,2024-12-01,3,0,39972,0
Amador,2025,2025-01-01,5,0,39563,0
Amador,2025,2025-02-01,6,0,39563,0
Amador,2025,2025-03-01,6,1,39563,2.5
Amador,2025,2025-04-01,7,2,39563,5.1
Amador,2025,2025-05-01,3,0,39563,0
Amador,2025,2025-06-01,4,0,39563,0
Butte,2010,2010-01-01,24,0,220000,0
Butte,2010,2010-02-01,13,0,220000,0
Butte,2010,2010-03-01,20,0,220000,0
Butte,2010,2010-04-01,10,0,220000,0
Butte,2010,2010-05-01,30,0,220000,0
Butte,2010,2010-06-01,30,0,220000,0
Butte,2010,2010-07-01,28,0,220000,0
Butte,2010,2010-08-01,19,0,220000,0
Butte,2010,2010-09-01,47,0,220000,0
Butte,2010,2010-10-01,26,0,220000,0
Butte,2010,2010-11-01,11,0,220000,0
Butte,2010,2010-12-01,21,0,220000,0
Butte,2011,2011-01-01,44,0,221377,0
Butte,2011,2011-02-01,25,0,221377,0
Butte,2011,2011-03-01,47,0,221377,0
